Time,P001.df,P001.f,P001.ip_a,P001.ip_m,P001.vp_a,P001.vp_m,P002.df,P002.f,P002.ip_a,P002.ip_m,P002.vp_a,P002.vp_m,P003.df,P003.f,P003.ip_a,P003.ip_m,P003.vp_a,P003.vp_m,P004.df,P004.f,P004.ip_a,P004.ip_m,P004.vp_a,P004.vp_m,P005.df,P005.f,P005.ip_a,P005.ip_m,P005.vp_a,P005.vp_m,P006.df,P006.f,P006.ip_a,P006.ip_m,P006.vp_a,P006.vp_m,P007.df,P007.f,P007.ip_a,P007.ip_m,P007.vp_a,P007.vp_m,P008.df,P008.f,P008.ip_a,P008.ip_m,P008.vp_a,P008.vp_m,P009.df,P009.f,P009.ip_a,P009.ip_m,P009.vp_a,P009.vp_m,P010.df,P010.f,P010.ip_a,P010.ip_m,P010.vp_a,P010.vp_m,P011.df,P011.f,P011.ip_a,P011.ip_m,P011.vp_a,P011.vp_m,P012.df,P012.f,P012.ip_a,P012.ip_m,P012.vp_a,P012.vp_m,P013.df,P013.f,P013.ip_a,P013.ip_m,P013.vp_a,P013.vp_m
197.9,-0.01,59.969,-36.23204,3.15346609702891,137.973,1.0605096,-0.01,59.968,145.8549,6.80875840850935,145.722,1.0671086,5.877472e-39,59.969,129.693,1.81298521167955,138.1841,1.061423,5.877472e-39,59.969,147.6686,3.95214070516103,140.7372,1.0621176,-0.01,59.969,-59.02425,2.28138457759581,138.7381,1.0596828,5.877472e-39,59.969,140.7929,6.44128564315013,138.5976,1.0602612,5.877472e-39,59.969,161.402,1.93857448368556,139.3738,1.0623626,0.01,59.971,20.42049,5.86763670302775,-172.5918,1.00754078431373,5.877472e-39,59.969,130.5948,1.56966238410526,134.664,1.0520642,5.877472e-39,59.971,-173.8423,15.5075570720127,-172.8315,1.00677699346405,5.877472e-39,59.969,-45.76825,7.49499001026491,138.0769,1.0610628,5.877472e-39,59.969,-51.09485,4.40991480539826,139.9075,1.0542356,5.877472e-39,59.969,-40.41895,3.91926464878257,139.2294,1.0635438
197.933,0.01,59.969,-36.54971,3.15188300259079,137.6006,1.0605438,0.01,59.969,145.3951,6.80717271599502,145.3509,1.0671712,0.01,59.969,129.1735,1.81025636563223,137.8156,1.0614532,0.02,59.969,147.1644,3.95493363708824,140.3662,1.0621908,0.01,59.969,-59.4424,2.28116200906703,138.3677,1.0597122,0.02,59.969,140.4174,6.44319869326709,138.2287,1.0602418,0.01,59.969,161.0468,1.93543427557144,139.0067,1.0624038,5.877472e-39,59.97,20.05379,5.87188338849902,-172.9413,1.00754078431373,0.01,59.969,130.3591,1.57411029057909,134.295,1.0520954,5.877472e-39,59.97,-174.1962,15.5166864520117,-173.1869,1.0067768627451,0.01,59.969,-46.12828,7.50036196584458,137.7047,1.0610848,0.02,59.969,-51.5334,4.41037293283686,139.5363,1.0542784,0.02,59.969,-40.84761,3.92463833641305,138.8592,1.0635798
197.967,0.02,59.969,-37.00003,3.15332926501511,137.24,1.0606184,0.04,59.97,145.0845,6.8204410912064,144.9932,1.0672406,0.01,59.97,128.8264,1.80851998469764,137.4553,1.0615026,0.03,59.97,146.8284,3.95972275757117,140.0047,1.062226,0.01,59.969,-59.72186,2.28663095949193,138.0057,1.059763,5.877472e-39,59.969,140.059,6.44017366653167,137.8621,1.0603536,0.02,59.97,160.5835,1.93658002718065,138.6443,1.0624454,-0.01,59.97,19.65846,5.86339134257535,-173.3022,1.00767032679739,0.01,59.969,129.7618,1.57120217727319,133.9297,1.0521868,5.877472e-39,59.97,-174.5662,15.5180247210682,-173.5422,1.0068154248366,0.01,59.969,-46.48779,7.50602923608695,137.3407,1.0611264,0.01,59.969,-51.91061,4.4173617578454,139.1735,1.0543458,0.02,59.97,-41.20663,3.92791797461718,138.4972,1.0636386
198,0.01,59.97,-37.44991,3.15496951712988,136.8781,1.0605828,5.877472e-39,59.97,144.7067,6.81181807626092,144.6321,1.0673228,0.01,59.97,128.4527,1.81234002275373,137.0973,1.0614622,0.01,59.97,146.4216,3.96631234486856,139.6516,1.062285,0.02,59.97,-60.13873,2.2921605316951,137.6448,1.0597904,0.03,59.97,139.6671,6.44785271378703,137.5037,1.060266,0.01,59.97,160.1207,1.93785221849881,138.2832,1.0624638,5.877472e-39,59.971,19.26884,5.86339134257535,-173.646,1.00773516339869,0.02,59.97,129.3295,1.57483428781666,133.567,1.0521202,5.877472e-39,59.971,-174.9014,15.5214167693698,-173.8894,1.00691660130719,0.02,59.97,-46.87836,7.50532515743367,136.979,1.0610794,0.02,59.97,-52.28662,4.42454197446818,138.8131,1.0543248,0.01,59.97,-41.63322,3.93369349803502,138.1412,1.0636302
198.033,5.877472e-39,59.97,-37.71289,3.16099705394022,136.5151,1.0606558,0.01,59.97,144.2936,6.82600876852733,144.2809,1.0673784,5.877472e-39,59.97,128.0806,1.81623627104536,136.7346,1.0615096,5.877472e-39,59.97,146.0641,3.97472578166633,139.295,1.0623614,5.877472e-39,59.97,-60.41518,2.29776458208299,137.2804,1.0598394,5.877472e-39,59.97,139.3389,6.45243052407143,137.1395,1.0603316,5.877472e-39,59.97,159.7846,1.94279722355442,137.9256,1.0625456,0.01,59.971,18.97091,5.85914598212295,-174.0012,1.00760549019608,5.877472e-39,59.97,129.1302,1.57394401370157,133.2027,1.0522294,0.01,59.971,-175.2662,15.5145929222006,-174.2442,1.00679830065359,5.877472e-39,59.97,-47.21828,7.50078285419082,136.6151,1.0612066,5.877472e-39,59.97,-52.58098,4.42712013209524,138.4527,1.0543456,5.877472e-39,59.97,-41.95621,3.9419727008952,137.7816,1.0636418
198.067,5.877472e-39,59.97,-38.16125,3.16294561109873,136.1589,1.0605918,5.877472e-39,59.97,144.0193,6.81744550933471,143.9211,1.0673272,5.877472e-39,59.97,127.5369,1.8194726079793,136.374,1.061467,-0.02,59.97,145.6814,3.97008128742583,138.9338,1.062304,5.877472e-39,59.97,-60.83032,2.29794558139238,136.9218,1.0598194,5.877472e-39,59.97,138.918,6.45361178272219,136.781,1.0603278,5.877472e-39,59.97,159.3239,1.94428678724893,137.5633,1.0624958,-0.01,59.97,18.60422,5.86339134257535,-174.3622,1.00767032679739,0.01,59.97,128.8683,1.58403927183348,132.8454,1.052128,-0.01,59.97,-175.623,15.5201977520114,-174.6033,1.00682418300654,5.877472e-39,59.97,-47.56775,7.50192427567301,136.259,1.061131,5.877472e-39,59.97,-52.94623,4.42913017705743,138.0936,1.0543422,5.877472e-39,59.97,-42.33122,3.93755337325969,137.4196,1.0636086
198.1,-0.01,59.97,-38.44177,3.15678990252863,135.7908,1.0605788,-0.03,59.969,143.6401,6.8096616730055,143.5477,1.0672078,-0.01,59.97,127.1901,1.81804972824088,136.0027,1.0614094,-0.03,59.969,145.392,3.96051084068861,138.5585,1.0622006,-0.01,59.97,-61.11239,2.2870353933555,136.556,1.0598014,-0.01,59.97,138.5596,6.45164244095399,136.4154,1.0603266,-0.02,59.97,159.0939,1.94507833446798,137.1938,1.0624474,5.877472e-39,59.97,18.35212,5.85914598212295,-174.7232,1.00747594771242,5.877472e-39,59.97,128.6698,1.58319316501398,132.4754,1.0521572,5.877472e-39,59.97,-175.9709,15.522887540313,-174.9642,1.0067091503268,-0.01,59.97,-47.91708,7.50334455733521,135.8912,1.0611062,-0.01,59.97,-53.29437,4.42029671793882,137.7237,1.0543176,-0.02,59.97,-42.62343,3.92734033567286,137.0506,1.0635776
198.133,5.877472e-39,59.97,-38.89021,3.15905282690872,135.429,1.0607128,NaN,NaN,NaN,NaN,NaN,NaN,5.877472e-39,59.969,126.822,1.82220405210284,135.6411,1.0615186,5.877472e-39,59.969,144.9169,3.96959717922512,138.202,1.0624034,5.877472e-39,59.97,-61.66431,2.2931218198933,136.1974,1.0598652,5.877472e-39,59.97,138.1857,6.45519834126193,136.0534,1.0603874,5.877472e-39,59.969,158.6343,1.94675669170052,136.8375,1.0625894,-0.01,59.97,17.85938,5.84640857574688,-175.0956,1.00760549019608,5.877472e-39,59.97,128.2723,1.58155810905164,132.1136,1.0521918,-0.01,59.97,-176.3577,15.5190847361624,-175.3365,1.00681019607843,5.877472e-39,59.97,-48.26628,7.50504369917744,135.5295,1.0612284,5.877472e-39,59.969,-53.73912,4.42756526915279,137.3645,1.0543984,5.877472e-39,59.969,-43.11505,3.93630110052582,136.6911,1.0637162
198.167,0.04,59.971,-39.27951,3.16866224478912,135.0845,1.0607612,0.11,59.972,142.863,6.84237058648103,142.8724,1.0676672,0.05,59.971,126.5886,1.83809302018607,135.2995,1.0616278,0.09999999,59.972,144.4044,3.99395933985898,137.8774,1.0626194,0.05,59.971,-61.92289,2.31565839897598,135.8542,1.0599794,0.06,59.971,137.7971,6.46431325863676,135.715,1.06047,0.07,59.971,157.9747,1.95729708688998,136.5012,1.062738,-0.01,59.969,17.57863,5.85065393619928,-175.4566,1.00760549019608,0.03,59.97,127.9618,1.60275234875846,131.7637,1.0522432,-0.01,59.969,-176.6924,15.5253123248411,-175.6995,1.00682993464052,0.04,59.971,-48.59856,7.49614095802654,135.1852,1.0612654,0.06,59.971,-54.06201,4.45279951736826,137.0256,1.05449,0.07,59.971,-43.51083,3.96288721439659,136.3552,1.0638808
198.2,0.02,59.972,-39.57268,3.18034925761319,134.7466,1.0606652,5.877472e-39,59.973,142.552,6.84487513194877,142.5453,1.0675834,5.877472e-39,59.971,126.2072,1.84788690147747,134.9573,1.0615572,5.877472e-39,59.973,144.0806,4.00812578341408,137.5469,1.062544,5.877472e-39,59.972,-62.05519,2.32139754932686,135.5141,1.0599322,5.877472e-39,59.972,137.5182,6.47176194313471,135.3751,1.0604382,5.877472e-39,59.972,157.5489,1.96706152331765,136.1656,1.062639,-0.01,59.969,17.18328,5.85914598212295,-175.8233,1.00767032679739,0.02,59.971,127.9344,1.60824901199628,131.4226,1.0522258,-0.01,59.969,-177.0746,15.5287043731426,-176.0625,1.00689006535948,0.01,59.971,-48.96516,7.48097858525708,134.8429,1.0612074,5.877472e-39,59.972,-54.36032,4.46160439764853,136.6852,1.0544664,5.877472e-39,59.972,-43.84218,3.97544198467526,136.0199,1.0637974
198.233,-0.03,59.971,-39.88873,3.17978807315153,134.3932,1.0606042,-0.06,59.972,142.2412,6.8475814613356,142.1926,1.0674158,-0.02,59.971,125.8648,1.84671949923317,134.6043,1.0614722,-0.07,59.971,143.796,4.00738273361763,137.1949,1.0623816,-0.03,59.971,-62.32893,2.32182190177471,135.1632,1.0598684,-0.04,59.971,137.1785,6.48302200543471,135.0207,1.060372,-0.04,59.971,157.3223,1.96809469162436,135.812,1.0624824,-0.01,59.969,16.81086,5.85490062167055,-176.2014,1.00760549019608,-0.02,59.971,127.3208,1.61153990853066,131.0668,1.0521926,-0.01,59.969,-177.4663,15.5210590142755,-176.4408,1.00681150326797,-0.03,59.971,-49.35684,7.48248806753587,134.4897,1.0611354,-0.03,59.971,-54.64418,4.45947743925684,136.3352,1.0543554,-0.04,59.971,-44.12782,3.97745029758663,135.6703,1.0636762
198.267,-0.01,59.97,-40.2049,3.1793230175097,134.0399,1.0605834,-0.02,59.97,141.8876,6.84841804187566,141.8399,1.0672888,-0.01,59.971,125.7106,1.84063826884779,134.2512,1.0614276,-0.02,59.97,143.5324,4.00334532318519,136.8382,1.0623054,-0.01,59.97,-62.60879,2.31675565316257,134.8087,1.0598266,-0.01,59.97,136.8356,6.47696588978605,134.6664,1.0603466,-0.01,59.971,156.9669,1.96581617878701,135.461,1.062451,-0.01,59.969,16.52438,5.85914598212295,-176.5624,1.00754078431373,-0.01,59.97,127.3208,1.61153990853066,130.711,1.0522,5.877472e-39,59.969,-177.8102,15.517335711257,-176.8058,1.00677464052288,5.877472e-39,59.971,-49.75591,7.48980771424866,134.1356,1.0611706,-0.01,59.971,-54.92197,4.45193175991367,135.9804,1.0543312,-0.02,59.97,-44.43588,3.97143661718275,135.3161,1.0636428
198.3,0.01,59.971,-40.52112,3.17895495671309,133.6874,1.0605364,5.877472e-39,59.971,141.5773,6.85155391986276,141.4885,1.067138,5.877472e-39,59.97,125.3505,1.84509223749946,133.899,1.061356,5.877472e-39,59.97,143.1986,4.0013344121976,136.4861,1.0622236,0.01,59.971,-63.02,2.31757318114375,134.4586,1.0597758,0.01,59.971,136.5113,6.4833623534184,134.3174,1.060245,5.877472e-39,59.971,156.6108,1.96361387618518,135.1073,1.0623752,5.877472e-39,59.969,16.21498,5.86339134257535,-176.9405,1.00754078431373,0.01,59.971,126.9053,1.61567258175752,130.3603,1.0521246,5.877472e-39,59.969,-178.1592,15.5083123327673,-177.179,1.00676287581699,0.01,59.971,-50.0905,7.48203946637671,133.7833,1.0611126,5.877472e-39,59.971,-55.28378,4.45509188661208,135.6267,1.0542808,5.877472e-39,59.97,-44.75894,3.96910700884657,134.9637,1.0635168
198.333,0.02,59.971,-40.77591,3.18574892600578,133.3457,1.060577,0.04,59.972,141.2505,6.86006435150575,141.159,1.0671124,0.03,59.971,124.9921,1.84961981831044,133.5548,1.0612902,0.05,59.971,142.8311,4.01453437140209,136.1529,1.0622118,0.02,59.971,-63.14946,2.32341365646687,134.1167,1.0597314,0.02,59.971,136.1543,6.48308868939081,133.9757,1.060216,0.03,59.971,156.1932,1.97372125867275,134.7689,1.0623434,-0.01,59.969,15.8483,5.85490062167055,-177.3129,1.00747594771242,0.01,59.971,126.6869,1.62052665414573,130.0163,1.0521806,-0.01,59.969,-178.5488,15.4932203678632,-177.5585,1.00672444444444,0.02,59.971,-50.42577,7.47452582997348,133.4382,1.0611266,0.03,59.971,-55.50844,4.46481994997279,135.2893,1.0542106,0.03,59.971,-45.07202,3.97858305881478,134.6248,1.0635676
198.367,0.01,59.972,-41.12384,3.19080651436388,133.003,1.0604382,5.877472e-39,59.972,140.9245,6.86879648565211,140.8274,1.067033,5.877472e-39,59.971,124.8064,1.85467567461773,133.2107,1.0612626,5.877472e-39,59.972,142.5063,4.02106160487041,135.8181,1.0620842,5.877472e-39,59.972,-63.40645,2.33513011415467,133.7757,1.0596576,5.877472e-39,59.972,135.8781,6.49143630825788,133.6348,1.0601578,5.877472e-39,59.972,155.7435,1.97618510094652,134.4315,1.0622818,-0.01,59.969,15.39566,5.84640857574688,-177.6968,1.00767032679739,5.877472e-39,59.971,126.4698,1.62540410921984,129.6698,1.052127,-0.01,59.969,-178.9204,15.4868735274865,-177.9418,1.00683986928105,5.877472e-39,59.971,-50.85257,7.47097512581796,133.0948,1.0610446,5.877472e-39,59.972,-55.80298,4.47420679932441,134.9483,1.054159,0.01,59.972,-45.44841,3.99082605994808,134.285,1.0634378
198.4,5.877472e-39,59.972,-41.50223,3.2012447185557,132.6614,1.0605544,-0.01,59.972,140.5993,6.87775032230183,140.4967,1.0671426,5.877472e-39,59.971,124.2806,1.85888888820715,132.8701,1.0612884,5.877472e-39,59.972,142.0942,4.03317730026935,135.4839,1.0622108,5.877472e-39,59.972,-63.66953,2.34135423873167,133.4329,1.0597558,5.877472e-39,59.972,135.5084,6.49695722020701,133.2922,1.0602714,5.877472e-39,59.972,155.2022,1.98330382976563,134.0922,1.0623908,5.877472e-39,59.969,15.09771,5.85065393619928,-178.0693,1.00767032679739,5.877472e-39,59.971,126.0601,1.62970998752746,129.3265,1.052191,0.01,59.969,-179.2787,15.4833357271095,-178.3111,1.00684784313725,5.877472e-39,59.971,-51.18253,7.45856065165471,132.7498,1.0611354,5.877472e-39,59.972,-56.10112,4.48924792853733,134.61,1.0542288,5.877472e-39,59.972,-45.80949,3.99965259086345,133.9506,1.0635126
198.433,0.02,59.972,-41.91077,3.19954557671347,132.3287,1.0606028,0.03,59.973,140.1724,6.88829591364372,140.179,1.0672298,0.02,59.972,124.0856,1.86955485708016,132.5377,1.0613146,0.04,59.973,141.6653,4.04893896261823,135.1624,1.0622944,0.03,59.972,-64.05673,2.35355134051857,133.1036,1.0597368,0.02,59.972,135.1393,6.50274833208212,132.963,1.0602676,0.03,59.972,154.8873,1.98920406084161,133.7656,1.0624524,-0.01,59.969,14.63362,5.85490062167055,-178.4417,1.00773516339869,0.04,59.972,125.8263,1.64017590453219,128.9918,1.0521784,-0.01,59.969,-179.6779,15.4739810939029,-178.6823,1.00695320261438,0.02,59.972,-51.55582,7.44557806482658,132.4181,1.061107,0.02,59.972,-56.46335,4.49852479266267,134.2763,1.0542856,0.02,59.972,-46.14296,4.01670809516559,133.6208,1.0635728
198.467,5.877472e-39,59.972,-42.19121,3.21196438100374,131.9984,1.0604846,5.877472e-39,59.973,139.9082,6.89442823952792,139.8546,1.0670848,5.877472e-39,59.972,123.7351,1.87433445128364,132.2032,1.061227,5.877472e-39,59.973,141.3939,4.05727445712966,134.8331,1.0621586,5.877472e-39,59.972,-64.19148,2.35395057822971,132.7715,1.0596706,5.877472e-39,59.972,134.8307,6.50486056804195,132.6275,1.0602014,5.877472e-39,59.973,154.4427,1.99202037545472,133.4344,1.0623152,5.877472e-39,59.969,14.38151,5.86763670302775,-178.8026,1.00767032679739,5.877472e-39,59.972,125.6144,1.64514515829911,128.6539,1.052123,5.877472e-39,59.969,179.9654,15.4622414267342,-179.0457,1.00687843137255,5.877472e-39,59.972,-51.89407,7.43918766337206,132.0828,1.0610998,5.877472e-39,59.972,-56.68324,4.50861052451515,133.9453,1.0541774,5.877472e-39,59.973,-46.43663,4.02310715687415,133.2899,1.063451
198.5,-0.02,59.972,-42.40988,3.2138774311207,131.6564,1.0604274,-0.04,59.972,139.6166,6.89361504167376,139.5185,1.0669698,-0.01,59.972,123.3964,1.87364422903683,131.8658,1.0610938,-0.03,59.972,141.1125,4.05746498271849,134.4992,1.0621072,-0.01,59.972,-64.46085,2.35478802479517,132.4358,1.0596252,-0.01,59.972,134.4627,6.51114531439721,132.2919,1.0601714,-0.03,59.972,154.0889,1.99035760667945,133.0986,1.0622648,5.877472e-39,59.969,13.99191,5.85065393619928,-179.1808,1.00773516339869,5.877472e-39,59.972,125.2471,1.63856942740817,128.316,1.0521038,5.877472e-39,59.969,179.61,15.4416373833401,-179.418,1.0069785620915,-0.01,59.972,-52.28105,7.43780895092923,131.7446,1.0610474,-0.02,59.972,-57.03542,4.5070897839061,133.6098,1.054155,-0.02,59.972,-46.76852,4.02516136913193,132.9545,1.0634164
198.533,-0.01,59.972,-42.72271,3.21418400411364,131.3143,1.0604082,-0.01,59.972,139.3096,6.89821883272028,139.1789,1.0668688,-0.01,59.972,123.0574,1.87301895869529,131.524,1.0610512,-0.02,59.972,140.8009,4.05298070317769,134.1518,1.0619576,-0.01,59.972,-64.87599,2.35061118427272,132.0898,1.0595052,-0.01,59.972,134.1546,6.51367151050005,131.9497,1.060082,-0.02,59.972,153.9106,1.99955999262006,132.7564,1.0621534,0.01,59.969,13.68251,5.86339134257535,-179.5475,1.00773516339869,-0.01,59.972,124.844,1.64312212295587,127.975,1.0520438,0.01,59.969,179.2582,15.4368805656047,-179.7878,1.00692065359477,-0.01,59.972,-52.66814,7.43676885441929,131.4027,1.0610184,-0.01,59.972,-57.31402,4.5004525652115,133.2678,1.05407,-0.02,59.972,-47.02515,4.0209680741268,132.6127,1.0633208
198.567,5.877472e-39,59.971,-43.03546,3.2145867059264,130.9729,1.0603588,5.877472e-39,59.972,138.9595,6.90121354856657,138.8403,1.0667404,5.877472e-39,59.971,122.7182,1.87246037230985,131.1821,1.0610466,5.877472e-39,59.971,140.5377,4.04991237517208,133.8115,1.06188,5.877472e-39,59.972,-65.14546,2.35158026669955,131.7503,1.0595194,5.877472e-39,59.972,133.8586,6.51099722405316,131.6075,1.06003,5.877472e-39,59.971,153.5576,1.9980115391981,132.4105,1.062065,5.877472e-39,59.97,13.20123,5.85065393619928,-179.9084,1.00786470588235,5.877472e-39,59.971,124.4581,1.64222145653593,127.6301,1.0520116,5.877472e-39,59.97,178.8571,15.4302819716431,179.85,1.00705751633987,-0.01,59.971,-52.95996,7.42640253033599,131.0579,1.060946,5.877472e-39,59.972,-57.66989,4.50478269223042,132.9258,1.0540226,5.877472e-39,59.971,-47.33379,4.01604125560467,132.2672,1.0632486
198.6,5.877472e-39,59.971,-43.44293,3.21349897801925,130.6316,1.060347,5.877472e-39,59.972,138.6534,6.90623996001013,138.5017,1.0666488,5.877472e-39,59.971,122.541,1.87775005547617,130.8373,1.060999,5.877472e-39,59.972,140.1887,4.0525935898222,133.4711,1.0618398,5.877472e-39,59.972,-65.4147,2.35260217667602,131.408,1.0594898,5.877472e-39,59.972,133.5508,6.51389148095261,131.2653,1.0600162,5.877472e-39,59.971,153.3372,1.99958337530597,132.0719,1.0620442,0.01,59.97,12.88037,5.85914598212295,179.7363,1.00773516339869,5.877472e-39,59.971,124.2795,1.6362649338087,127.289,1.0520264,0.01,59.97,178.4897,15.4342437780578,179.4939,1.00692078431373,5.877472e-39,59.971,-53.3853,7.41980514880996,130.7123,1.0609798,5.877472e-39,59.972,-57.95207,4.50393485336012,132.5845,1.0539454,5.877472e-39,59.971,-47.61421,4.01925334382731,131.9252,1.0632292
198.633,0.01,59.972,-43.78325,3.21945117061946,130.2945,1.0603176,5.877472e-39,59.972,138.304,6.90971791803173,138.169,1.0667032,0.01,59.972,122.1961,1.88283622267259,130.4998,1.0610146,0.01,59.972,139.8225,4.05890604899039,133.138,1.0618686,0.01,59.972,-65.81812,2.35423117046054,131.0736,1.0594566,0.01,59.972,133.207,6.51030093962852,130.9312,1.0599984,0.02,59.972,152.8974,2.00281538211289,131.7369,1.0620744,-0.01,59.97,12.59963,5.84640857574688,179.3753,1.00773516339869,0.01,59.972,123.9049,1.62993688618325,126.9521,1.0520182,5.877472e-39,59.97,178.1662,15.4258564086247,179.1341,1.00693633986928,0.02,59.972,-53.68821,7.42094657029214,130.3798,1.0608862,0.01,59.972,-58.3091,4.51412450826104,132.2506,1.053935,0.01,59.972,-48.01918,4.02825394584884,131.5913,1.0632076
198.667,0.02,59.972,-44.00037,3.2217028366693,129.9654,1.0602806,0.04,59.973,137.9408,6.91873237645972,137.8491,1.0667258,0.02,59.972,121.8476,1.89353769858716,130.1666,1.0610116,0.03,59.973,139.4574,4.06538305298529,132.813,1.0618964,0.01,59.972,-66.22095,2.35597794369997,130.7436,1.0594046,0.01,59.972,132.8519,6.5123568839371,130.605,1.0599742,0.02,59.972,152.3742,2.0108503658092,131.4099,1.0621008,0.01,59.97,12.2272,5.83791652982322,179.0144,1.00786470588235,0.01,59.972,123.2981,1.63996979048609,126.6236,1.0519254,0.01,59.97,177.8144,15.4140107399467,178.7725,1.00704810457516,0.02,59.972,-54.06737,7.41010133416055,130.0466,1.060896,0.02,59.972,-58.59253,4.51907124536746,131.9203,1.0539744,0.02,59.973,-48.41179,4.03383028342381,131.2647,1.0632494
198.7,-0.01,59.972,-44.4072,3.22100049006683,129.6284,1.0603236,5.877472e-39,59.973,137.6501,6.91912468596764,137.5163,1.0666326,5.877472e-39,59.972,121.5163,1.88766431429869,129.8334,1.0610444,-0.01,59.973,139.1769,4.06624648031286,132.4743,1.0618312,-0.01,59.972,-66.50446,2.35169198397664,130.4093,1.0594432,-0.01,59.972,132.497,6.51466224356198,130.2678,1.0599476,-0.02,59.972,152.1561,2.01258068456596,131.0727,1.062054,0.01,59.97,11.88343,5.84216321529448,178.6706,1.00786470588235,5.877472e-39,59.972,123.3093,1.63442809392728,126.2867,1.0519892,0.01,59.97,177.4542,15.4159982682484,178.4278,1.00706470588235,5.877472e-39,59.972,-54.40904,7.40564390140727,129.7134,1.0609418,5.877472e-39,59.972,-58.87393,4.51858107498892,131.5872,1.0539676,-0.01,59.972,-48.62823,4.03451097939118,130.9286,1.0631508
198.733,5.877472e-39,59.972,-44.71892,3.22191847699484,129.2926,1.060267,-0.02,59.972,137.3156,6.9180404221621,137.1798,1.066555,5.877472e-39,59.972,121.3479,1.88752575023409,129.4936,1.0610224,-0.01,59.972,138.8472,4.06601092140303,132.1356,1.0618036,5.877472e-39,59.972,-66.90717,2.35363621100814,130.0719,1.0594378,5.877472e-39,59.972,132.2005,6.51296223569435,129.9306,1.0599578,5.877472e-39,59.972,151.8043,2.01140981822005,130.7363,1.0619766,0.01,59.971,11.57402,5.83367116937082,178.3211,1.00786470588235,5.877472e-39,59.972,122.7356,1.62800824760902,125.9506,1.051952,0.01,59.971,177.1295,15.41868805655,178.0798,1.00708732026144,5.877472e-39,59.972,-54.79779,7.40647095566789,129.3741,1.0608646,-0.01,59.972,-59.22579,4.5181203494741,131.2474,1.0539018,5.877472e-39,59.972,-48.94774,4.03382422124598,130.5918,1.0631568
198.767,5.877472e-39,59.972,-45.03044,3.22293172671727,128.9525,1.0603044,5.877472e-39,59.972,137.0116,6.92412165254747,136.8458,1.0666004,5.877472e-39,59.972,120.8425,1.88720705288549,129.158,1.0609804,5.877472e-39,59.972,138.5668,4.06708652495453,131.7976,1.0617452,-0.01,59.972,-67.04124,2.35430997877228,129.7316,1.0593896,5.877472e-39,59.972,131.8836,6.52229885557255,129.5904,1.059925,5.877472e-39,59.972,151.6697,2.00849044658389,130.3954,1.0619908,0.01,59.971,11.20733,5.82942580891842,177.9773,1.00792941176471,-0.01,59.972,122.5318,1.63329706474993,125.6104,1.052013,5.877472e-39,59.971,176.7909,15.410459689381,177.7369,1.00711986928105,5.877472e-39,59.972,-55.10091,7.4085797275261,129.0342,1.060893,5.877472e-39,59.972,-59.57821,4.52338058777669,130.9113,1.053886,5.877472e-39,59.972,-49.26733,4.03326217075892,130.252,1.063119
